name,address,postalCode,city,zone,latitude,longitude,hours,phone,email,googleMapsUrl,storeUrl
Amanhecer Vendeiro - Penafiel,Rua da  Vista Alegre nº0,4560 - 511,Penafiel,Porto,41.2091,-8.277646,,,,"https://www.google.com/maps?q=41.209100,-8.277646",
Amanhecer Vendeiro - Terroso,Rua da  Estrada Nova nº837,4495 - 524,Póvoa de Varzim,Porto,41.411037,-8.739169,,,grupovendeiro@amanhecer.pt,"https://www.google.com/maps?q=41.411037,-8.739169",
Supermercados Andrade,Est. Nac. 340 ( Av S. Pedro ) nº28,6350 - 223,Almeida,Guarda,40.719916,-6.903227,,,andrade.7056@amanhecer.pt,"https://www.google.com/maps?q=40.719916,-6.903227",
O Cantinho da Goreti,"4 julho nº67, r/c",3025 - 010,Coimbra,Coimbra,40.2426,-8.44459,,239431059,cantinhodagoreti.7054@amanhecer.pt,"https://www.google.com/maps?q=40.24260,-8.44459",
Supermercado Império das Carnes III,Sra. de Mércules nº288,6000 - 280,Castelo Branco,Castelo Branco,39.825838,-7.480996,,,imperiodascarnes3.7053@amanhecer.pt,"https://www.google.com/maps?q=39.825838,-7.480996",
Mercadinho da Raia,Estrada Nacional 103 nº63,5400 - 805,Chaves,Vila Real,41.78568,-7.42341,,,mercadinhodaraia.7051@amanhecer.pt,"https://www.google.com/maps?q=41.78568,-7.42341",
Ponto Fresco Malhapão,Largo de Santo Amaro nº4,3770 - 058,Oliveira do Bairro,Aveiro,40.51488,-8.55673,,,pontofrescomalhapao.7050@amanhecer.pt,"https://www.google.com/maps?q=40.51488,-8.55673",
Supermercado GI - Quarteira,"Rua São Tomé e Principe nº0, Edf. Solaris Cave 2",8125 - 254,Loulé,Faro,37.068165,-8.10055,,,smercgiquarteira.7049@amanhecer.pt,"https://www.google.com/maps?q=37.068165,-8.100550",
Minimercado Novo Talho,Rua Dom Francisco de Almeida Impares de 1 a 23 nºLOJA 13 Z,8900 - 443,Vila Real de Santo António,Faro,37.179753,-7.449909,,,novotalho.7048@amanhecer.pt,"https://www.google.com/maps?q=37.179753,-7.449909",
Supermercado Mundo de Sabores II,Rua Almada Negreiros nº474,1800 - 016,Lisboa,Lisboa,38.7611,-9.1101,,,mundodesabores2.7047@amanhecer.pt,"https://www.google.com/maps?q=38.7611,-9.1101",
Supermercado São Paulo,Estrada Provezende nº961,4540 - 486,Arouca,Aveiro,40.893864,-8.317507,,,saopaulo.7046@amanhecer.pt,"https://www.google.com/maps?q=40.893864,-8.317507",
Supermercado Expresso II,Rua Jaime Cortesão nº14,2745 - 285,Sintra,Lisboa,38.76228,-9.26223,,,expresso2.7045@amanhecer.pt,"https://www.google.com/maps?q=38.76228,-9.26223",
Minimercado Nova Era,Rua Norton Matos nº10,7540 - 415,Santiago do Cacém,Setúbal,37.9041,-8.5872,,,novaera.7044@amanhecer.pt,"https://www.google.com/maps?q=37.9041,-8.5872",
Supermercado Belita V,Rua das Paradas nº2,3810 - 799,Aveiro,Aveiro,40.59089,-8.60357,,234781175,smercbelita5.7043@amanhecer.pt,"https://www.google.com/maps?q=40.59089,-8.60357",
Supermercado EPAC,Estrada Nacional 103-7 nº178,5300 - 178,Bragança,Bragança,41.810446,-6.759979,,,epac.7042@amanhecer.pt,"https://www.google.com/maps?q=41.810446,-6.759979",
Supermercado Fresquinho XV,Largo Almirante Gago Coutinho nº6,2970 - 653,Sesimbra,Setúbal,38.444335,-9.10479,,,supermercfresquinho15.7041@amanhecer.pt,"https://www.google.com/maps?q=38.444335,-9.104790",
Super Calhambeque II,Largo Pina Manique nº7,2065 - 345,Azambuja,Lisboa,39.2213,-8.8933,,,supercalhambeque2.7040@amanhecer.pt,"https://www.google.com/maps?q=39.2213,-8.8933",
O Preguiça 2,Av. Mata nº81,4620 - 615,Lousada,Porto,41.330599,-8.267174,,,opreguica2.7039@amanhecer.pt,"https://www.google.com/maps?q=41.330599,-8.267174",
Mercearia da Maria,Rua Aura Abranches nº14,2620 - 327,Odivelas,Lisboa,38.8017,-9.19316,,,mercdamaria.7038@amanhecer.pt,"https://www.google.com/maps?q=38.80170,-9.19316",
M Supermercado,Avenida Luís de Camões nº12,2745 - 301,Sintra,Lisboa,38.7586,-9.2646,,,msupermercado.7037@amanhecer.pt,"https://www.google.com/maps?q=38.7586,-9.2646",
Minimercado Impérissol,"Rua Gonçalves Zarco nºsem número, r/c",9400 - 133,Porto Santo,Ilha de Porto Santo,33.05985,-16.33331,,291985088,imperissol.7036@amanhecer.pt,"https://www.google.com/maps?q=33.05985,-16.33331",
Supermercado Avenida,Av. General Humberto Delgado nº74,6000 - 081,Castelo Branco,Castelo Branco,39.824195,-7.4924,,,avenida.7034@amanhecer.pt,"https://www.google.com/maps?q=39.824195,-7.492400",
Minimercado Em Breve,Urbanização dos Malhadais nº0 Lote 26,8670 - 320,Aljezur,Faro,37.424963,-8.770226,,,embreve.7033@amanhecer.pt,"https://www.google.com/maps?q=37.424963,-8.770226",
Minimercado Pombalinho,Barão de Almeirim nº68,2150 - 081,Golegã,Santarém,39.342283,-8.555772,,,pombalinho.7032@amanhecer.pt,"https://www.google.com/maps?q=39.342283,-8.555772",
Supermercado Expresso,Rua Professor António Joaquim Neves nº31,2735 - 233,Sintra,Lisboa,38.770401,-9.31016,,,expresso.7031@amanhecer.pt,"https://www.google.com/maps?q=38.770401,-9.310160",
A Venda do Lorde,Estrada da Piedade Resort Dreams Madeira nº0 Loja C9,9200 - 044,Machico,Ilha da Madeira,32.74196,-16.7107,,,vendadolorde.7030@amanhecer.pt,"https://www.google.com/maps?q=32.74196,-16.71070",
Supermercado Fresquinho XIV,Av. da liberdade nº18,7370 - 112,Campo Maior,Portalegre,39.015403,-7.070441,,,supermercfresquinho14.7029@amanhecer.pt,"https://www.google.com/maps?q=39.015403,-7.070441",
Supermercado Cajó,Rua Eiro nº5,3620 - 032,Moimenta da Beira,Viseu,40.97999,-7.712956,,936987366,supermercajo.7027@amanhecer.pt,"https://www.google.com/maps?q=40.97999,-7.712956",
Minimercado Besugo,Rua da Palma 10 nº10,7580 - 551,Alcácer do Sal,Setúbal,38.52622,-8.49494,,265649138,besugo.7026@amanhecer.pt,"https://www.google.com/maps?q=38.52622,-8.49494",
Casa Neca,Rua dos Picoutos nº278,4775 - 086,Barcelos,Braga,41.452978,-8.599593,,,casaneca.7025@amanhecer.pt,"https://www.google.com/maps?q=41.452978,-8.599593",
Mercearia Frescos do NH I,"Avenida Luís de Camões nº3, Centro Comercial Cidade Nova 11/12/13",2660 - 294,Loures,Lisboa,38.8167,-9.1649,,,frescosdonh1.7024@amanhecer.pt,"https://www.google.com/maps?q=38.8167,-9.1649",
Mercearia Frescos do NH II,Rua Guerra Junqueiro nº9 LJ17/18,2660 - 265,Loures,Lisboa,38.8169,-9.1646,,,frescosdonh2.7023@amanhecer.pt,"https://www.google.com/maps?q=38.8169,-9.1646",
Mercadinho da Moita,Rua 1º de Dezembro nº3,2445 - 580,Marinha Grande,Leiria,39.7039,-8.9454,,,mercdamoita.7022@amanhecer.pt,"https://www.google.com/maps?q=39.7039,-8.9454",
Mercearia Mundo De Sabores,Estrada de Moscavide nº32 A,1800 - 276,Lisboa,Lisboa,38.77309,-9.099874,,,mundodesabores.7021@amanhecer.pt,"https://www.google.com/maps?q=38.773090,-9.099874",
Minimercado Alameda,Alameda das Linhas de Torres nº221 A,1750 - 144,Lisboa,Lisboa,38.771147,-9.160459,,,alameda.7020@amanhecer.pt,"https://www.google.com/maps?q=38.771147,-9.160459",
O Fidalgo,Rua Principal nº130,2500 - 065,Caldas da Rainha,Leiria,39.34504,-9.051993,,,ofidalgo.7019@amanhecer.pt,"https://www.google.com/maps?q=39.345040,-9.051993",
Loja da Cilinha,Rua da ermida nº9,2565 - 773,Torres Vedras,Lisboa,39.022858,-9.277877,,,lojadacilinha.7018@amanhecer.pt,"https://www.google.com/maps?q=39.022858,-9.277877",
Super Burgau,Rua Agricola nº9 D,8650 - 120,Vila do Bispo,Faro,37.073354,-8.775764,,,superburgau.7017@amanhecer.pt,"https://www.google.com/maps?q=37.073354,-8.775764",
Sonhos & Sabores,Rua da Cova da Cruz nº4,3105 - 329,Pombal,Leiria,40.009485,-8.57984,,,sonhosesabores.7016@amanhecer.pt,"https://www.google.com/maps?q=40.009485,-8.579840",
Minimercado O Cesto Recheado,Rua das Devesas nº1,6110 - 208,Vila de Rei,Castelo Branco,39.674897,-8.165279,,274898300,ocestorecheado.7015@amanhecer.pt,"https://www.google.com/maps?q=39.674897,-8.165279",
Mercearia Porto Côvo,"Rui Veloso,Lote 147 nº0 147",7520 - 437,Sines,Setúbal,37.853438,-8.790697,,,portocovo.7013@amanhecer.pt,"https://www.google.com/maps?q=37.853438,-8.790697",
Mercado Alves,Avenida Capitão António Gomes Rocha nº18 F,2745 - 246,Sintra,Lisboa,38.76189,-9.26429,,,mercadoalves.7012@amanhecer.pt,"https://www.google.com/maps?q=38.76189,-9.26429",
Super Sabugal,Cidade da Guarda nº41,6320 - 360,Sabugal,Guarda,40.355379,-7.094208,,,supersabugal.7011@amanhecer.pt,"https://www.google.com/maps?q=40.355379,-7.094208",
Mercearia O Cebola,Rua do Brasil nº14,2430 - 380,Marinha Grande,Leiria,39.737848,-8.940088,,,ocebola.7009@amanhecer.pt,"https://www.google.com/maps?q=39.737848,-8.940088",
Ponto Fresco Mamarrosa,Rua Manuel Nunes Ferreira Neves nº0,3770 - 033,Oliveira do Bairro,Aveiro,40.48156,-8.57914,,,pontofrescomamarrosa.7008@amanhecer.pt,"https://www.google.com/maps?q=40.48156,-8.57914",
Loja do Manel,Avenida 25 de Abril nº62,2565 - 206,Torres Vedras,Lisboa,39.03796,-9.1825,,,lojadomanel.7007@amanhecer.pt,"https://www.google.com/maps?q=39.03796,-9.18250",
Mercado & Take-Away Apetitoso,Rua do Campo Alegre nº1646,4150 - 176,Porto,Porto,41.154366,-8.650325,,,mercadoapetitoso.7006@amanhecer.pt,"https://www.google.com/maps?q=41.154366,-8.650325",
Mercearia da Fonte,Dr. Joaquim Victor Arnaut Pombeiro nº1,2260 - 368,Vila Nova da Barquinha,Santarém,39.46514,-8.457148,,,merceariadafonte.7005@amanhecer.pt,"https://www.google.com/maps?q=39.465140,-8.457148",
Mercadito,Estrada Nacional 229 nº28,3505 - 115,Viseu,Viseu,40.71701,-7.83152,,,mercadito.7004@amanhecer.pt,"https://www.google.com/maps?q=40.71701,-7.83152",
Nice Price,"Avenida Almirante Gago Coutinho nº19, r/c",3800 - 901,Aveiro,Aveiro,40.66415,-8.73128,,,niceprice.7003@amanhecer.pt,"https://www.google.com/maps?q=40.66415,-8.73128",
Ponto Fresco Oiã,Rua 30 de Junho nº25,3770 - 059,Oliveira do Bairro,Aveiro,40.54493,-8.53699,,,pontofrescooia.7002@amanhecer.pt,"https://www.google.com/maps?q=40.54493,-8.53699",
Amanhecer Vendeiro - Cavalões,Rua Dr. José Araújo Carneiro nº466,4760 - 450,Vila Nova de Famalicão,Braga,41.416617,-8.570158,,,grupovendeiro@amanhecer.pt,"https://www.google.com/maps?q=41.416617,-8.570158",
Delimarket Alcaidaria,Estrada Principal nº336,2415 - 019,Leiria,Leiria,39.849604,-8.97913,,244826420,dlmalcaidaria.7000@amanhecer.pt,"https://www.google.com/maps?q=39.849604,-8.979130",
Delimarket Bidoeira,"Rua Principal nº590, R/C Esq",2415 - 002,Leiria,Leiria,39.843066,-8.744274,,244724433,dlmbidoeira.3999@amanhecer.pt,"https://www.google.com/maps?q=39.843066,-8.744274",
Delimarket Bajouca,Largo da Feira nº3,2425 - 165,Leiria,Leiria,39.893779,-8.779468,,244684120,dlmbajouca.3998@amanhecer.pt,"https://www.google.com/maps?q=39.893779,-8.779468",
Delimarket Várzeas,"Estrada Nacional 109 nº222, R/C Esquerdo",2425 - 891,Leiria,Leiria,39.849604,-8.97913,,244612010,dlmvarzeas.3997@amanhecer.pt,"https://www.google.com/maps?q=39.849604,-8.979130",
Delimarket Vale da Pedra,Rua Principal nº1331,2425 - 884,Leiria,Leiria,39.862552,-8.78128,,244614437,dlmvaledapedra.3996@amanhecer.pt,"https://www.google.com/maps?q=39.862552,-8.781280",
Minimercado Belchior,Rua da Estalagem nº14,7900 - 029,Ferreira do Alentejo,Beja,38.11966,-8.063264,,,belchior.3995@amanhecer.pt,"https://www.google.com/maps?q=38.119660,-8.063264",
Supermercado Menor Preço,Rua Manuel da Fonseca nº15,2635 - 471,Sintra,Lisboa,38.764976,-9.318533,,,menorpreco.3994@amanhecer.pt,"https://www.google.com/maps?q=38.764976,-9.318533",
O Mercado de Leceia,"Rua Vasco da Gama nº45, R/C",2730 - 187,Oeiras,Lisboa,38.7277,-9.2839,,,omercleceia.3993@amanhecer.pt,"https://www.google.com/maps?q=38.7277,-9.2839",
Supermercado Sabores da Terra,Estrada Parque Industrial de Coimbrões (PIC) nº195 A,3500 - 866,Viseu,Viseu,40.6274,-7.87926,,,saboresdaterra.3992@amanhecer.pt,"https://www.google.com/maps?q=40.62740,-7.87926",
A Mercearia do Bairro,Rua Doutor João Camoesas nº18,7350 - 214,Elvas,Portalegre,38.867145,-7.176491,,,mercdobairro.3991@amanhecer.pt,"https://www.google.com/maps?q=38.867145,-7.176491",
Mercadinho dos Aregos,Rua Aregos nº14,5400 - 091,Chaves,Vila Real,41.744667,-7.480978,,938188530,aregos.3990@amanhecer.pt,"https://www.google.com/maps?q=41.744667,-7.480978",
Minimercado a Praça III,Rua Nova nº7,3080 - 532,Figueira da Foz,Coimbra,40.213631,-8.848447,,,apraca3.3989@amanhecer.pt,"https://www.google.com/maps?q=40.213631,-8.848447",
ESuper,Rua Doutor Joaquim Carlos Cunha Cerqueira nº137,4970 - 457,Arcos de Valdevez,Viana do Castelo,41.851019,-8.423534,,258248402,esuper.3988@amanhecer.pt,"https://www.google.com/maps?q=41.851019,-8.423534",
Minimercado Gina,nº11 Urb. Silgamar,8300 - 051,Silves,Faro,37.174357,-8.440072,,,gina.3987@amanhecer.pt,"https://www.google.com/maps?q=37.174357,-8.440072",
Amanhecer Vendeiro - Póvoa de Varzim,Rua Gomes de Amorim nº0,4490 - 641,Póvoa de Varzim,Porto,41.384494,-8.764228,,,,"https://www.google.com/maps?q=41.384494,-8.764228",
O Preguiça 4,Rua de Telheira nº221,4620 - 624,Lousada,Porto,41.309979,-8.246087,,,opreguica4.3984@amanhecer.pt,"https://www.google.com/maps?q=41.309979,-8.246087",
Supermercado A Casa É Sua,Rua Elias Garcia nº168,2700 - 315,Amadora,Lisboa,38.7584,-9.226,,,acasaesua.3983@amanhecer.pt,"https://www.google.com/maps?q=38.7584,-9.2260",
O Preguiça 1,Rua do Carvalhal nº626,4650 - 509,Felgueiras,Porto,41.349646,-8.251838,,,opreguica1.3982@amanhecer.pt,"https://www.google.com/maps?q=41.349646,-8.251838",
Supermercado Belita IV,Estrada Nacional 109 nº280,3080 - 755,Figueira da Foz,Coimbra,40.27221,-8.77586,,,smercbelita4.3981@amanhecer.pt,"https://www.google.com/maps?q=40.27221,-8.77586",
Supermercado Liberdade,Rua Princesa Maria Benedita nº4 B,2560 - 359,Torres Vedras,Lisboa,39.091266,-9.254231,,,liberdade.3979@amanhecer.pt,"https://www.google.com/maps?q=39.091266,-9.254231",
Pomar Do Bairro,Estrada Da Costa Do Norte nº0,7520 - 134,Sines,Setúbal,37.959017,-8.869744,,,pomardobairro.3978@amanhecer.pt,"https://www.google.com/maps?q=37.959017,-8.869744",
Supermercado Maria,"Avenida São João Batista, Figueira nº Nº 1",5100 - 530,Lamego,Viseu,41.10237,-7.761524,,,smercmaria.3977@amanhecer.pt,"https://www.google.com/maps?q=41.10237,-7.761524",
Super Lagos,Travessa do Forno nº10,8600 - 632,Lagos,Faro,37.098962,-8.67298,,,superlagos.3976@amanhecer.pt,"https://www.google.com/maps?q=37.098962,-8.672980",
Minimercado Beira Mar,Rua dos Pescadores nº10,8950 - 417,Castro Marim,Faro,37.172617,-7.500135,,,beiramar.3975@amanhecer.pt,"https://www.google.com/maps?q=37.172617,-7.500135",
Supermercado Rancho da Azoia,Rua São Francisco Xavier nº3 B,2690 - 376,Loures,Lisboa,38.843637,-9.084787,,219590335,ranchoazoia.3974@amanhecer.pt,"https://www.google.com/maps?q=38.843637,-9.084787",
Mercearia Florindo,"Rua Coronel Figueiredo nº30, r/c drt",8400 - 306,Lagoa (Algarve),Faro,37.135151,-8.451967,,,florindo.3973@amanhecer.pt,"https://www.google.com/maps?q=37.135151,-8.451967",
Mercearia da Vila,Largo da igreja nº8,7670 - 405,Ourique,Beja,37.76107,-8.30429,,286563304,merceariadavila.3972@amanhecer.pt,"https://www.google.com/maps?q=37.76107,-8.30429",
Supermercado Jomag,Rua da Formiga nº13,4750 - 159,Barcelos,Braga,41.540517,-8.618444,,253822170,jomag.3971@amanhecer.pt,"https://www.google.com/maps?q=41.540517,-8.618444",
Supermercado Gueifães,Rua Manuel Ferreira Pinto nº88,4470 - 077,Maia,Porto,41.21872,-8.603914,,,gueifaes.3969@amanhecer.pt,"https://www.google.com/maps?q=41.21872,-8.603914",
A Feira II,Av. Infante Dom Henrique nº2,3450 - 202,Mortágua,Viseu,40.3885,-8.23851,,231920221,afeira2.3968@amanhecer.pt,"https://www.google.com/maps?q=40.3885,-8.23851",
Mini Mercado Café Elisa,Avenida 1º de Janeiro nº14 B,2530 - 353,Lourinhã,Lisboa,39.21852,-9.27967,,,mmercecafeelisa.3967@amanhecer.pt,"https://www.google.com/maps?q=39.21852,-9.27967",
Mercearia Estrela,"Estrada da Calheta nº594, R/C  loja H",9370 - 175,Calheta (Madeira),Ilha da Madeira,32.73161,-17.17567,,291 658 903,merceariaestrel.3966@amanhecer.pt,"https://www.google.com/maps?q=32.73161,-17.17567",
Mercearia do Bairro ( Serras das Minas),Avenida Maria Lamas nº2 A,2635 - 431,Sintra,Lisboa,38.787085,-9.329421,,,merceariabairro.3965@amanhecer.pt,"https://www.google.com/maps?q=38.787085,-9.329421",
Supermercado Rei dos Preços III,Av. Viriato nº155,6200 - 725,Covilhã,Castelo Branco,40.240127,-7.525385,,,smercreidospre3.3964@amanhecer.pt,"https://www.google.com/maps?q=40.240127,-7.525385",
Minimercado Abel,Av. Eng. Duarte Pacheco nº3,6005 - 150,Castelo Branco,Castelo Branco,39.88709,-7.396307,,,abel.3963@amanhecer.pt,"https://www.google.com/maps?q=39.887090,-7.396307",
Supermercado GI - Manta Rota,Rua Humberto Conceição Silva nº0,8900 - 061,Vila Real de Santo António,Faro,37.170489,-7.517908,,,smercgimantarot.3962@amanhecer.pt,"https://www.google.com/maps?q=37.170489,-7.517908",
Supermercado GI - Fuzeta II,Rua General Humberto Delgado nº9,8700 - 033,Olhão,Faro,37.054469,-7.748956,,,smercgifuzeta2.3961@amanhecer.pt,"https://www.google.com/maps?q=37.054469,-7.748956",
Supermercado GI - Fuzeta I,Rua Doutor Virgílio Inglês nº38,8700 - 032,Olhão,Faro,37.055068,-7.750158,,,smercgifuzeta1.3960@amanhecer.pt,"https://www.google.com/maps?q=37.055068,-7.750158",
Supermercado GI - Faro,Rua do Alportel nº54,8000 - 292,Faro,Faro,37.019691,-7.934061,,,smercgifaro.3959@amanhecer.pt,"https://www.google.com/maps?q=37.019691,-7.934061",
Supermercado Estrela da Corredoura,"Rua José Clemente da Costa nº0, r/c 29",3600 - 136,Castro Daire,Viseu,40.900957,-7.935288,,967739292,estr.corredoura.3958@amanhecer.pt,"https://www.google.com/maps?q=40.900957,-7.935288",
Supermercado Paga Pouco,Rua 28 Maio nº42,7630 - 303,Odemira,Beja,37.733407,-8.460813,,,pagapouco.3957@amanhecer.pt,"https://www.google.com/maps?q=37.733407,-8.460813",
Minimercado Fatias & Convites,"Rua Do Cabecinho,Almograve nº0",7630 - 084,Odemira,Beja,37.652494,-8.793533,,,fatiaseconvites.3956@amanhecer.pt,"https://www.google.com/maps?q=37.652494,-8.793533",
Mercado do Vale,Rua Fernando Marques de Oliveira nº0 Lote 39 C,3515 - 156,Viseu,Viseu,40.68032,-7.9211,,,mercadodovale.3953@amanhecer.pt,"https://www.google.com/maps?q=40.68032,-7.92110",
VOUZELA,Zona industrial Monte Cavalo nº0 Lote  C1,3670 - 274,Vouzela,Viseu,40.72483,-8.12365,,232243495,vouzela.3952@amanhecer.pt,"https://www.google.com/maps?q=40.72483,-8.12365",
Supermercado Belita III,Largo da Varina nº130,3870 - 404,Murtosa,Aveiro,40.76089,-8.71226,,,smercbelita3.3950@amanhecer.pt,"https://www.google.com/maps?q=40.76089,-8.71226",
Super Cima,Travessa de São Martinho II nº3,2050 - 166,Azambuja,Lisboa,39.137387,-8.89863,,,supercima.3949@amanhecer.pt,"https://www.google.com/maps?q=39.137387,-8.898630",
Supermercado da Marina,Alameda da Orada nº36,8200 - 394,Albufeira,Faro,37.085821,-8.267675,,,smercmarina.3948@amanhecer.pt,"https://www.google.com/maps?q=37.085821,-8.267675",
Mini Mercado Boss,"Rua de Cadaujal nº14, Cave",5060 - 322,Sabrosa,Vila Real,41.26827,-7.574674,,,minimercadoboss.3946@amanhecer.pt,"https://www.google.com/maps?q=41.26827,-7.574674",
Supermercado Maxpreços Vialonga,"Rua José António Veríssimo Silva nº7, Loja A",2625 - 705,Vila Franca de Xira,Lisboa,38.87061,-9.09038,,219526000,maxprecovialong.3945@amanhecer.pt,"https://www.google.com/maps?q=38.87061,-9.09038",
O Preguiça 3,Rua de S. Pedro nº100,4650 - 591,Felgueiras,Porto,41.357754,-8.239526,,,opreguica3.3944@amanhecer.pt,"https://www.google.com/maps?q=41.357754,-8.239526",
Super da Boavista,Rua Rainha Dona Brites nº16 Loja,1500 - 534,Lisboa,Lisboa,38.734033,-9.204894,,,superboavista.3943@amanhecer.pt,"https://www.google.com/maps?q=38.734033,-9.204894",
Supermercado Internacional,Rua Mouzinho de Albuquerque nº148 c,8200 - 356,Albufeira,Faro,37.096951,-8.233023,,,internacional.3942@amanhecer.pt,"https://www.google.com/maps?q=37.096951,-8.233023",
Minimercado Ribeiro,Rua Infante Sagres nº28,6150 - 726,Proença-a-Nova,Castelo Branco,39.773705,-7.848728,,,ribeiro.3939@amanhecer.pt,"https://www.google.com/maps?q=39.773705,-7.848728",
Supermercado Talho do Redondo,Rua Mestre de Avis nº45,6300 - 731,Guarda,Guarda,40.53461,-7.266593,,,talhodoredondo.3938@amanhecer.pt,"https://www.google.com/maps?q=40.534610,-7.266593",
Supermercado GI - Santa Luzia,Rua Patrão Joaquim Lopes nº55,8800 - 555,Tavira,Faro,37.102393,-7.657896,,,smercgisantaluzia.3936@amanhecer.pt,"https://www.google.com/maps?q=37.102393,-7.657896",
Supermercado GI - Luz de Tavira,Estrada Nacional 125 nº18,8800 - 119,Tavira,Faro,37.091742,-7.703862,,,smercgitavira.3935@amanhecer.pt,"https://www.google.com/maps?q=37.091742,-7.703862",
Supermercado Chips & Companhia,Rua do Tambulhão nº45,5430 - 465,Valpaços,Vila Real,41.60791,-7.309021,,,chipscompanhia.3933@amanhecer.pt,"https://www.google.com/maps?q=41.60791,-7.309021",
Minimercado Marina Park,Urbanização Marina Park nº51,8600 - 302,Lagos,Faro,37.114467,-8.67088,,,marinapark.3931@amanhecer.pt,"https://www.google.com/maps?q=37.114467,-8.67088",
Super + 3 (São Jorge - Arcos Valdevez),Lugar Cimo de Vila nº71,4970 - 563,Arcos de Valdevez,Viana do Castelo,41.818807,-8.379796,,258093004,super3.3930@amanhecer.pt,"https://www.google.com/maps?q=41.818807,-8.379796",
Super + 2 (Avenida da Liberdade),"Avenida da Liberdade nº0, R/C Bloco A Loja 1",4980 - 643,Ponte da Barca,Viana do Castelo,41.801846,-8.415132,,258024174,super2.3929@amanhecer.pt,"https://www.google.com/maps?q=41.801846,-8.415132",
Super + 1 (Sede - Ponte da Barca),Rua Doutor Joaquim Moreira de Barros nº28,4980 - 634,Ponte da Barca,Viana do Castelo,41.805962,-8.415931,,258453180,super1.3928@amanhecer.pt,"https://www.google.com/maps?q=41.805962,-8.415931",
Supermercado O Vizinho,Estrada da Circunvalação nº9,2610 - 041,Amadora,Lisboa,38.7435,-9.2063,,,supermercovizinho.3922@amanhecer.pt,"https://www.google.com/maps?q=38.7435,-9.2063",
Amanhecer Vendeiro - Balazar,Rua da Fábrica nº343,4570 - 029,Póvoa de Varzim,Porto,41.414277,-8.653357,,,grupovendeiro@amanhecer.pt,"https://www.google.com/maps?q=41.414277,-8.653357",
Supermercado Vera II,Largo Nossa Senhora da Livração nº8,5460 - 301,Boticas,Vila Real,41.688113,-7.664966,,,supermercadovera2.3918@amanhecer.pt,"https://www.google.com/maps?q=41.688113,-7.664966",
Mercado Ferreiras,Rua Doutor Flávio Resende nº5,4690 - 038,Cinfães,Viseu,41.071962,-8.090489,,255561726,mercadoferreiras.3917@amanhecer.pt,"https://www.google.com/maps?q=41.071962,-8.090489",
Supermercado O Trevo,"Rua Agra de Moura nº367, R/C",4805 - 188,Guimarães,Braga,41.471466,-8.392158,,,smercotrevo.3914@amanhecer.pt,"https://www.google.com/maps?q=41.471466,-8.392158",
Minimercado Ilídio's,Rua D. Manuel Germano Gonçalves nº120,9370 - 242,Calheta (Madeira),Ilha da Madeira,32.73885,-17.19323,,291824336,minimercadoilidios.3909@amanhecer.pt,"https://www.google.com/maps?q=32.73885,-17.19323",
SA Irmãos Teixeira II,Rua Eng.Francisco Batista Tavares nº4,5430 - 149,Valpaços,Vila Real,41.756103,-7.256277,,033712054,sairmaosteixeira2.3907@amanhecer.pt,"https://www.google.com/maps?q=41.756103,-7.256277",
SA Irmãos Teixeira I,Rua Engenheiro Francisco Batista Tavares nº4,5430 - 157,Valpaços,Vila Real,41.756145,-7.256751,,,sairmaosteixeira1.3906@amanhecer.pt,"https://www.google.com/maps?q=41.756145,-7.256751",
Supermercado Flôr do Sátão,Praça PauloVI nº3/5,3560 - 154,Sátão,Viseu,40.742197,-7.733318,,232981465,smercflordosatao.3905@amanhecer.pt,"https://www.google.com/maps?q=40.742197,-7.733318",
Minimercado Formigueiro I,Rua José Cardoso Pires nº12,2970 - 005,Sesimbra,Setúbal,38.467438,-9.145789,,,mmercformigueiro.3901@amanhecer.pt,"https://www.google.com/maps?q=38.467438,-9.145789",
Mercearia Ventura & Sá,Rua da Moita nº2,5340 - 500,Macedo de Cavaleiros,Bragança,41.67479,-7.05822,,914810970,merceventurasa.3900@amanhecer.pt,"https://www.google.com/maps?q=41.67479,-7.05822",
Atrium Saloio III,Rua Nova nº1,2640 - 728,Mafra,Lisboa,38.91943,-9.29152,,,atriumsaloio3.3898@amanhecer.pt,"https://www.google.com/maps?q=38.91943,-9.29152",
Mercadinho da Angela,"Rua 30 de junho nº19, R/C esq",6200 - 411,Covilhã,Castelo Branco,40.296216,-7.504593,,,mercadinhodaangela.3897@amanhecer.pt,"https://www.google.com/maps?q=40.296216,-7.504593",
Supermercado da Lagoa,Rua da Aberta ao Mar nº87,7500 - 016,Santiago do Cacém,Setúbal,38.111596,-8.795515,,,smercdalagoa.3896@amanhecer.pt,"https://www.google.com/maps?q=38.111596,-8.795515",
Cantinho da Aldeia,Rua Tenente Alves de Sousa nº11,2305 - 518,Tomar,Santarém,39.541751,-8.47365,,,cantinhodaaldeia.3894@amanhecer.pt,"https://www.google.com/maps?q=39.541751,-8.473650",
Mercearia Margarida,Estrada Regional 223 nº40,9370 - 529,Calheta (Madeira),Ilha da Madeira,32.756184,-17.226984,,,merceariamargarida.3891@amanhecer.pt,"https://www.google.com/maps?q=32.756184,-17.226984",
Minimercado Penha Longa,Avenida Principal de Penha Longa nº1051,4625 - 356,Marco de Canaveses,Porto,41.106983,-8.158898,,255581171,mmercpenhalonga.3890@amanhecer.pt,"https://www.google.com/maps?q=41.106983,-8.158898",
