id,name,address,postalCode,district,city,latitude,longitude,hours,googleMapsUrl,cadeia,phone,email,storeUrl,category,services
,Mercearia do Salgueiro,Rua de Aviz nº101,7000 - 591,Évora,Évora,38.575456,-7.910127,,"https://www.google.com/maps?q=38.575456,-7.910127",AMANHECER,266 708 459,merceariadosalgueiro.3543@amanhecer.pt,,,
,Mercearia do Sobral Amanhecer,Rua Doutor Correia Guedes nº43,2590 - 015,Lisboa,Sobral de Monte Agraço,39.0246,-9.1521,,"https://www.google.com/maps?q=39.02460,-9.15210",AMANHECER,261941427,merceariadosobral.3252@amanhecer.pt,,,
,Mercearia do Tejo,Estrada dos 4 Marcos nº0,2870 - 521,Setúbal,Montijo,38.681612,-8.961512,,"https://www.google.com/maps?q=38.681612,-8.961512",AMANHECER,914320458,merceariadotejo.3076@amanhecer.pt,,,
,Mercearia do Vimieiro,Avenida Nova nº20,7040 - 610,Évora,Arraiolos,38.829863,-7.841084,,"https://www.google.com/maps?q=38.829863,-7.841084",AMANHECER,,merceariadovimieiro.3237@amanhecer.pt,,,
,Mercearia dois a dois,Largo Sagrado Coração de Jesus nº1,2625 - 458,Lisboa,Vila Franca de Xira,38.872903,-9.060015,,"https://www.google.com/maps?q=38.872903,-9.060015",AMANHECER,,doisadois.3200@amanhecer.pt,,,
,Mercearia e Cafetaria Dona Fina,Largo Igreja nº5,2540 - 431,Leiria,Bombarral,39.527221,-8.789682,,"https://www.google.com/maps?q=39.527221,-8.789682",AMANHECER,,mercearcafetdonafina.3851@amanhecer.pt,,,
,Mercearia À do Rui,Rua 25 DE ABRIL  nº89,7450 - 286,Portalegre,Monforte,39.093519,-7.512197,,"https://www.google.com/maps?q=39.093519,-7.512197",AMANHECER,,merceariadorui.7063@amanhecer.pt,,,
,Mercearia&Companhia,Largo da Igreja nº7,7555 - 114,Setúbal,Santiago do Cacém,37.801983,-8.674746,,"https://www.google.com/maps?q=37.801983,-8.674746",AMANHECER,269949166,merceariaecompanhia.3180@amanhecer.pt,,,
,Mercearias Dias,Avenida Dom Afonso Henriques nº52,2830 - 247,Setúbal,Barreiro,38.655203,-9.071197,,"https://www.google.com/maps?q=38.655203,-9.071197",AMANHECER,,merceariasdias.3321@amanhecer.pt,,,
,Metro Super,Rua  Oliveira Cadornega Bairro das Amendoeiras LT 51 LJ nº0 B,1950 - 212,Lisboa,Lisboa,38.7547,-9.1105,,"https://www.google.com/maps?q=38.7547,-9.1105",AMANHECER,,metrosuper.7067@amanhecer.pt,,,
,Miminhos da Natureza,Rua 25 de abril nº2,6230 - 453,Castelo Branco,Fundão,40.137922,-7.499067,,"https://www.google.com/maps?q=40.137922,-7.499067",AMANHECER,,miminhosdanatureza.3542@amanhecer.pt,,,
,Miminhos da Natureza II,"Avenida da Anil nº0, Lote 17 R/C - Loja 1",6200 - 505,Castelo Branco,Covilhã,40.272249,-7.49747,,"https://www.google.com/maps?q=40.272249,-7.497470",AMANHECER,,miminhosdanatureza2.3541@amanhecer.pt,,,
,Minallus Supermercados,Av. Républica nºS/N,4615 - 676,Porto,Felgueiras,41.325799,-8.147832,,"https://www.google.com/maps?q=41.325799,-8.147832",AMANHECER,255176451,minallus2.7141@amanhecer.pt,,,
,Minallus Supermercados II,AV. 25 de Abril nº94,4600 - 014,Porto,Amarante,41.268073,-8.074366,,"https://www.google.com/maps?q=41.268073,-8.074366",AMANHECER,255176451,minallus.7122@amanhecer.pt,,,
,Mini Frescos,"Rua José Adelino dos Santos nº31, R/C",7050 - 127,Évora,Montemor-o-Novo,38.647387,-8.219509,,"https://www.google.com/maps?q=38.647387,-8.219509",AMANHECER,266896031,minifrescos.3495@amanhecer.pt,,,
,Mini Market Valcarce - Palhoça,Estrada Nacional 115 nºkm 14,2550 - 306,Lisboa,Cadaval,39.29095,-9.06051,,"https://www.google.com/maps?q=39.29095,-9.06051",AMANHECER,,,,,
,Mini Mercado Boss,"Rua de Cadaujal nº14, Cave",5060 - 322,Vila Real,Sabrosa,41.26827,-7.574674,,"https://www.google.com/maps?q=41.26827,-7.574674",AMANHECER,,minimercadoboss.3946@amanhecer.pt,,,
,Mini Mercado Café Elisa,Avenida 1º de Janeiro nº14 B,2530 - 353,Lisboa,Lourinhã,39.21852,-9.27967,,"https://www.google.com/maps?q=39.21852,-9.27967",AMANHECER,,mmercecafeelisa.3967@amanhecer.pt,,,
,Mini Mercado Cristiana,Rua da Liberdade nº120,4805 - 014,Braga,Guimarães,41.49697,-8.325012,,"https://www.google.com/maps?q=41.496970,-8.325012",AMANHECER,,minimercadocristiana.3675@amanhecer.pt,,,
,Mini Mercado Da Vila II,Estrada Nacional 361 nº26,2530 - 470,Lisboa,Lourinhã,39.24841,-9.22407,,"https://www.google.com/maps?q=39.24841,-9.22407",AMANHECER,,mmercdavila2.3847@amanhecer.pt,,,
,Mini Mercado Galvão,Rua João Maria Silva Marques nº10 A,2530 - 613,Lisboa,Lourinhã,39.28732,-9.21554,,"https://www.google.com/maps?q=39.28732,-9.21554",AMANHECER,,minimercadogalvao.3671@amanhecer.pt,,,
,Mini Mercado Lima Limão,Estrada Nacional 9.2 nº19,2665 - 018,Lisboa,Mafra,39.18088,-9.25685,,"https://www.google.com/maps?q=39.18088,-9.25685",AMANHECER,,mmerclimalimao.3871@amanhecer.pt,,,
,Mini Mercado Monte Real,Rua João de Deus Bairro Conde Monte Real nº388/388B,2785 - 140,Lisboa,Cascais,38.7222,-9.3511,,"https://www.google.com/maps?q=38.7222,-9.3511",AMANHECER,,montereal.7136@amanhecer.pt,,,
,Mini Mercado da Vila,Rua do Meio nº20,2530 - 494,Lisboa,Lourinhã,39.247113,-9.222297,,"https://www.google.com/maps?q=39.247113,-9.222297",AMANHECER,,mmercdavila.3846@amanhecer.pt,,,
,Mini Praça Salúquia,Rua da República nº13,7860 - 243,Beja,Moura,38.141498,-7.450598,,"https://www.google.com/maps?q=38.141498,-7.450598",AMANHECER,,minipracasaluquia.3496@amanhecer.pt,,,
,Mini mercado D. Luis Gourmet,Avenida Dom Luís I nº16 c/d,2610 - 061,Lisboa,Amadora,38.732632,-9.217254,,"https://www.google.com/maps?q=38.732632,-9.217254",AMANHECER,938711561,dluisgourmet.3284@amanhecer.pt,,,
,Mini-mercado Benchick,Rua de Santiago nº34,3850 - 709,Aveiro,Albergaria-a-Velha,40.73905,-8.44399,,"https://www.google.com/maps?q=40.73905,-8.44399",AMANHECER,234541200,benchick.3214@amanhecer.pt,,,
,Mini-mercado Capelo,"Rua do Rio nº0, R/C",6230 - 664,Castelo Branco,Fundão,40.134327,-7.672015,,"https://www.google.com/maps?q=40.134327,-7.672015",AMANHECER,,minimercadocapelo.3380@amanhecer.pt,,,
,Minimarco,Av. Bombeiros dos Voluntários de Marco de Canaveses,4630 - 470,Porto,Marco de Canaveses,41.18678,-8.155532,,"https://www.google.com/maps?q=41.186780,-8.155532",AMANHECER,,minimarco.7190@amanhecer.pt,,,
,Minimercado A Praça,Rua Sr do Socorro nº1,3090 - 401,Coimbra,Figueira da Foz,40.18628,-8.789869,,"https://www.google.com/maps?q=40.186280,-8.789869",AMANHECER,,apraca.3072@amanhecer.pt,,,
,Minimercado A Praça II,Largo Luís de Camões nº2,3090 - 476,Coimbra,Figueira da Foz,40.165967,-8.754244,,"https://www.google.com/maps?q=40.165967,-8.754244",AMANHECER,,apraca.3366@amanhecer.pt,,,
,Minimercado Abel,Av. Eng. Duarte Pacheco nº3,6005 - 150,Castelo Branco,Castelo Branco,39.88709,-7.396307,,"https://www.google.com/maps?q=39.887090,-7.396307",AMANHECER,,abel.3963@amanhecer.pt,,,
,Minimercado Adelaide,Rua das Cavadas nº38,3090 - 797,Coimbra,Figueira da Foz,40.22174,-8.749041,,"https://www.google.com/maps?q=40.221740,-8.749041",AMANHECER,233920041,minimercadoadelaide.3123@amanhecer.pt,,,
,Minimercado Alameda,Alameda das Linhas de Torres nº221 A,1750 - 144,Lisboa,Lisboa,38.771147,-9.160459,,"https://www.google.com/maps?q=38.771147,-9.160459",AMANHECER,,alameda.7020@amanhecer.pt,,,
,Minimercado Alentejano,Estrada Nacional 120-1 nº47 Loja 1,7555 - 267,Setúbal,Santiago do Cacém,37.86561,-8.719682,,"https://www.google.com/maps?q=37.865610,-8.719682",AMANHECER,,alentejano.7125@amanhecer.pt,,,
,Minimercado Amorim,Rua de Paredes nº84,4740 - 142,Braga,Esposende,41.492671,-8.754936,,"https://www.google.com/maps?q=41.492671,-8.754936",AMANHECER,,mmercamorim.3849@amanhecer.pt,,,
,Minimercado Barreto's,Estrada Santo António da Serra nº420,9100 - 268,Ilha da Madeira,Santa Cruz,32.72658,-16.82717,,"https://www.google.com/maps?q=32.72658,-16.82717",AMANHECER,,minimercadobarretos.3756@amanhecer.pt,,,
,Minimercado Beira Mar,Rua dos Pescadores nº10,8950 - 417,Faro,Castro Marim,37.172617,-7.500135,,"https://www.google.com/maps?q=37.172617,-7.500135",AMANHECER,,beiramar.3975@amanhecer.pt,,,
,Minimercado Belchior,Rua da Estalagem nº14,7900 - 029,Beja,Ferreira do Alentejo,38.11966,-8.063264,,"https://www.google.com/maps?q=38.119660,-8.063264",AMANHECER,,belchior.3995@amanhecer.pt,,,
,Minimercado Besugo,Rua da Palma 10 nº10,7580 - 551,Setúbal,Alcácer do Sal,38.52622,-8.49494,,"https://www.google.com/maps?q=38.52622,-8.49494",AMANHECER,265649138,besugo.7026@amanhecer.pt,,,
,Minimercado Beta,Rua Principal nº8 A,2530 - 761,Lisboa,Lourinhã,39.21283,-9.29326,,"https://www.google.com/maps?q=39.21283,-9.29326",AMANHECER,,minimercadobeta.3557@amanhecer.pt,,,
,Minimercado Bom Despacho,"Comandante Camacho de Freitas nº287, r/c",9350 - 075,Ilha da Madeira,Ribeira Brava,32.67197,-17.04226,,"https://www.google.com/maps?q=32.67197,-17.04226",AMANHECER,,minimercbomdespacho.3710@amanhecer.pt,,,
,Minimercado Bom dia,"EN 229 nº2, R/C Esq.",3560 - 125,Viseu,Sátão,40.692116,-7.74713,,"https://www.google.com/maps?q=40.692116,-7.747130",AMANHECER,,minimercadobomdia.3622@amanhecer.pt,,,
,Minimercado Brás,Rua Engenheiro António Torres nº122,2000 - 495,Santarém,Santarém,39.384421,-8.660006,,"https://www.google.com/maps?q=39.384421,-8.660006",AMANHECER,243449494,minimercadobras.3263@amanhecer.pt,,,
,Minimercado Campos & Companhia,Rua do cravalho nº4,2460 - 495,Leiria,Alcobaça,39.507793,-9.000446,,"https://www.google.com/maps?q=39.507793,-9.000446",AMANHECER,,camposcompanhia.3825@amanhecer.pt,,,
,Minimercado Capela,Rua da  Boavista nº17,7960 - 035,Beja,Vidigueira,38.12379,-7.64939,,"https://www.google.com/maps?q=38.12379,-7.64939",AMANHECER,,capela.7077@amanhecer.pt,,,
,Minimercado Central,Rua Alexandre Herculano nº11,3130 - 524,Coimbra,Soure,40.059106,-8.626479,,"https://www.google.com/maps?q=40.059106,-8.626479",AMANHECER,,minimercadocentral.3798@amanhecer.pt,,,
,Minimercado Cestinho de Compras,Rua Eng. João Magro Romão nº98,6060 - 557,Castelo Branco,Idanha-a-Nova,39.844688,-7.069624,,"https://www.google.com/maps?q=39.844688,-7.069624",AMANHECER,277427119,mmcestinhodecompras.3813@amanhecer.pt,,,
,Minimercado Chainho,N261 nº10,7570 - 610,Setúbal,Grândola,38.14829,-8.72743,,"https://www.google.com/maps?q=38.14829,-8.72743",AMANHECER,269907142,chainho.7060@amanhecer.pt,,,
,Minimercado Ciriaco,Largo da Boavista nº21,7300 - 654,Portalegre,Portalegre,39.32229,-7.499336,,"https://www.google.com/maps?q= 39.32229,-7.499336",AMANHECER,245 399 054,ciriaco.3060@amanhecer.pt,,,
,Minimercado D. Alice,Avenida do Brasil nº83 Loja Dta,2735 - 668,Lisboa,Sintra,38.74869,-9.29131,,"https://www.google.com/maps?q=38.74869,-9.29131",AMANHECER,214263439,minimercadoalice.3169@amanhecer.pt,,,
,Minimercado David,Rua Engenheiro Manuel dos Santos Rosa nº337,3030 - 419,Coimbra,Coimbra,40.23639,-8.36338,,"https://www.google.com/maps?q=40.23639,-8.36338",AMANHECER,,minimercadodavid.3597@amanhecer.pt,,,
,Minimercado Deão,Rua Nova Quinta Deão nº67,9050 - 071,Ilha da Madeira,Funchal,32.6555,-16.91454,,"https://www.google.com/maps?q=32.65550,-16.91454",AMANHECER,291743841,mmercdeao.3867@amanhecer.pt,,,
,Minimercado Dias,Avenida Barreiras nº238,4750 - 732,Braga,Barcelos,41.540311,-8.593195,,"https://www.google.com/maps?q=41.540311,-8.593195",AMANHECER,,minimercadodias.3767@amanhecer.pt,,,
,Minimercado Dona,"Rua do Jornal ""O Porvir"" nº1",7800 - 303,Beja,Beja,38.0126,-7.871441,,"https://www.google.com/maps?q=38.01260,-7.871441",AMANHECER,,minimercadodona.7119@amanhecer.pt,,,
,Minimercado Dãodesconto,"Rua Doutor Asdrúbal Moreira da Cunha nº1, R/CH ESQ",3510 - 039,Viseu,Viseu,40.655213,-7.894725,,"https://www.google.com/maps?q=40.655213,-7.894725",AMANHECER,232421350,daodesconto.3084@amanhecer.pt,,,
,Minimercado Em Breve,Urbanização dos Malhadais nº0 Lote 26,8670 - 320,Faro,Aljezur,37.424963,-8.770226,,"https://www.google.com/maps?q=37.424963,-8.770226",AMANHECER,,embreve.7033@amanhecer.pt,,,
,Minimercado Escolha Certa,Rua Nuno Ferrari nº5,2610 - 289,Lisboa,Amadora,38.7358,-9.2137,,"https://www.google.com/maps?q=38.7358,-9.2137",AMANHECER,93871165,escolhacerta.3445@amanhecer.pt,,,
,Minimercado Eurolargo,Largo das Alminhas nº18,3090 - 716,Coimbra,Figueira da Foz,40.13014,-8.85491,,"https://www.google.com/maps?q=40.13014,-8.85491",AMANHECER,,minimercadoeurolargo.3602@amanhecer.pt,,,
,Minimercado Fatias & Convites,"Rua Do Cabecinho,Almograve nº0",7630 - 084,Beja,Odemira,37.652494,-8.793533,,"https://www.google.com/maps?q=37.652494,-8.793533",AMANHECER,,fatiaseconvites.3956@amanhecer.pt,,,
,Minimercado Formigueiro I,Rua José Cardoso Pires nº12,2970 - 005,Setúbal,Sesimbra,38.467438,-9.145789,,"https://www.google.com/maps?q=38.467438,-9.145789",AMANHECER,,mmercformigueiro.3901@amanhecer.pt,,,
,Minimercado Formigueiro II,Rua da  Cotovia nº34 A,2970 - 836,Setúbal,Sesimbra,38.475225,-9.099882,,"https://www.google.com/maps?q=38.475225,-9.099882",AMANHECER,,minimercformigueiro2.3749@amanhecer.pt,,,
,Minimercado Freitas,Rua do Girassol nº174,4775 - 449,Braga,Vila Nova de Famalicão,41.474165,-8.540592,,"https://www.google.com/maps?q=41.474165,-8.540592",AMANHECER,252961867,minimercadofreitas.3144@amanhecer.pt,,,
,Minimercado Frutti Tutti,"Urbanização Quinta da Varela, Praça da Alegria nº109, R/C Dto",3025 - 554,Coimbra,Coimbra,40.22902,-8.52259,,"https://www.google.com/maps?q=40.22902,-8.52259",AMANHECER,,minimercfruttitutti.3635@amanhecer.pt,,,
,Minimercado Frutti Tutti II,Casal Gaio nº7,3025 - 425,Coimbra,Coimbra,40.23702,-8.509,,"https://www.google.com/maps?q=40.23702,-8.50900",AMANHECER,,minimercfruttitutti2.3717@amanhecer.pt,,,
,Minimercado Geny,Rua Vasco da Gama Fernandes nº1 Loja 1,1750 - 376,Lisboa,Lisboa,38.7768,-9.1454,,"https://www.google.com/maps?q=38.7768,-9.1454",AMANHECER,,minimercadogeni.3759@amanhecer.pt,,,
,Minimercado Gina,nº11 Urb. Silgamar,8300 - 051,Faro,Silves,37.174357,-8.440072,,"https://www.google.com/maps?q=37.174357,-8.440072",AMANHECER,,gina.3987@amanhecer.pt,,,
,Minimercado Ilídio's,Rua D. Manuel Germano Gonçalves nº120,9370 - 242,Ilha da Madeira,Calheta (Madeira),32.73885,-17.19323,,"https://www.google.com/maps?q=32.73885,-17.19323",AMANHECER,291824336,minimercadoilidios.3909@amanhecer.pt,,,
,Minimercado Impérissol,"Rua Gonçalves Zarco nºsem número, r/c",9400 - 133,Ilha de Porto Santo,Porto Santo,33.05985,-16.33331,,"https://www.google.com/maps?q=33.05985,-16.33331",AMANHECER,291985088,imperissol.7036@amanhecer.pt,,,
,Minimercado Joaninha,"Rua Padre António Francisco de Sousa nº84, R/C",4475 - 314,Porto,Maia,41.240425,-8.581709,,"https://www.google.com/maps?q=41.240425,-8.581709",AMANHECER,229600410,minimercadojoaninha.3255@amanhecer.pt,,,
,Minimercado Leal e Leal,Largo da Alegria nº1,2530 - 573,Lisboa,Lourinhã,39.30025,-9.23632,,"https://www.google.com/maps?q=39.30025,-9.23632",AMANHECER,261449250,lealeleal.3220@amanhecer.pt,,,
,Minimercado Manatas,Rua dos Ramos nº10,2560 - 418,Lisboa,Torres Vedras,39.12157,-9.3734,,"https://www.google.com/maps?q=39.12157,-9.37340",AMANHECER,261931376,minimercadomanatas.3148@amanhecer.pt,,,
,Minimercado Manuel,Rua das Conquistas de Abril nº39,7490 - 230,Évora,Mora,38.94289,-8.16549,,"https://www.google.com/maps?q=38.942890,-8.165490",AMANHECER,,minimercadomanuel.3874@amanhecer.pt,,,
,Minimercado Maria da Luz,"R. Inês de Castro nº5, R/Ch",3200 - 150,Coimbra,Lousã,40.11066,-8.25017,,"https://www.google.com/maps?q=40.11066,-8.25017",AMANHECER,239994600,mmercmariadaluz.3576@amanhecer.pt,,,
,Minimercado Marina Park,Urbanização Marina Park nº51,8600 - 302,Faro,Lagos,37.114467,-8.67088,,"https://www.google.com/maps?q=37.114467,-8.67088",AMANHECER,,marinapark.3931@amanhecer.pt,,,
,Minimercado Mateus,Estrada Nacional N352 nº21,6005 - 270,Castelo Branco,Castelo Branco,40.036454,-7.562329,,"https://www.google.com/maps?q=40.036454,-7.562329",AMANHECER,272487226,minimercadomateus.3589@amanhecer.pt,,,
,Minimercado Matias,Vale de Pegas - Paderne nº145 P,8200 - 505,Faro,Albufeira,37.16422,-8.228388,,"https://www.google.com/maps?q=37.16422,-8.228388",AMANHECER,,minimercadomatias.3641@amanhecer.pt,,,
,Minimercado Melo,Largo do Jogo nº315,9580 - 186,Ilha de Santa Maria,Vila do Porto,36.984522,-25.115318,,"https://www.google.com/maps?q=36.984522,-25.115318",AMANHECER,296886269,minimercadomelo.7088@amanhecer.pt,,,
,Minimercado Mix Market,Rua Doutor João Baptista Ramos Faísca nº0,8100 - 070,Faro,Loulé,37.132377,-8.159083,,"https://www.google.com/maps?q=37.132377,-8.159083",AMANHECER,960308007,minimercadomixmarket.3161@amanhecer.pt,,,
,Minimercado Moinho,Estrada Regional 222 nº19,9370 - 315,Ilha da Madeira,Calheta (Madeira),32.76569,-17.20895,,"https://www.google.com/maps?q=32.76569,-17.20895",AMANHECER,291 872 181,minimercadomoinho.3757@amanhecer.pt,,,
,Minimercado Nanu,"Rua Professor Agostinho Fortes nº2, r/c A",7240 - 273,Évora,Mourão,38.386056,-7.339302,,"https://www.google.com/maps?q=38.386056,-7.339302",AMANHECER,,minimercadonanu.3593@amanhecer.pt,,,
,Minimercado Narcisox,Rua da Estrada Real nº55,2305 - 429,Santarém,Tomar,39.647131,-9.829144,,"https://www.google.com/maps?q=39.647131,-9.829144",AMANHECER,,minimercadonarcisox.3533@amanhecer.pt,,,
,Minimercado Narcisox II,Largo Dr. Alves Vieira nº1,2350 - 025,Santarém,Torres Novas,39.55858,-8.48797,,"https://www.google.com/maps?q=39.55858,-8.48797",AMANHECER,,narcisox2.7193@amanhecer.pt,,,
,Minimercado Nova Era,Rua Norton Matos nº10,7540 - 415,Setúbal,Santiago do Cacém,37.9041,-8.5872,,"https://www.google.com/maps?q=37.9041,-8.5872",AMANHECER,,novaera.7044@amanhecer.pt,,,
,Minimercado Novo Talho,Rua Dom Francisco de Almeida Impares de 1 a 23 nºLOJA 13 Z,8900 - 443,Faro,Vila Real de Santo António,37.179753,-7.449909,,"https://www.google.com/maps?q=37.179753,-7.449909",AMANHECER,,novotalho.7048@amanhecer.pt,,,
,Minimercado Nuno,Rua José Vaz Albino Rosa nº3,8950 - 040,Faro,Castro Marim,37.285107,-7.465033,,"https://www.google.com/maps?q=37.285107,-7.465033",AMANHECER,,minimercadonuno.3519@amanhecer.pt,,,
,Minimercado O Cesto Recheado,Rua das Devesas nº1,6110 - 208,Castelo Branco,Vila de Rei,39.674897,-8.165279,,"https://www.google.com/maps?q=39.674897,-8.165279",AMANHECER,274898300,ocestorecheado.7015@amanhecer.pt,,,
,Minimercado O Cristal,Estrada Nacional 251 nº0,2100 - 608,Santarém,Coruche,38.8399,-8.5614,,"https://www.google.com/maps?q=38.8399,-8.5614",AMANHECER,243606241,ocristal.3416@amanhecer.pt,,,
,Minimercado O Moinho,Rua Zeca Afonso nº2,7780 - 484,Beja,Castro Verde,37.616458,-7.954166,,"https://www.google.com/maps?q=37.616458,-7.954166",AMANHECER,,minimercadoomoinho.3709@amanhecer.pt,,,
,Minimercado O Pereira,"Rua Luís de Camões nºNº8, R/C",7570 - 283,Setúbal,Grândola,38.17564,-8.56912,,"https://www.google.com/maps?q=38.17564,-8.56912",AMANHECER,,opereira.7155@amanhecer.pt,,,
,Minimercado O Sonho,Rua Machado dos Santos nº0,7160 - 063,Évora,Vila Viçosa,38.74487,-7.453934,,"https://www.google.com/maps?q=38.744870,-7.453934",AMANHECER,268408316,minimercadoosonho.3147@amanhecer.pt,,,
,Minimercado Olhão,Av Dom João VI 144 R/c Esq. Bloco A,8700 - 140,Faro,Olhão,37.032535,-7.854141,,"https://www.google.com/maps?q=37.032535,-7.854141",AMANHECER,,minimercadoolhao.7195@amanhecer.pt,,,
,Minimercado Onda Azul,Urbanização Soltróia nº0,7570 - 788,Setúbal,Grândola,38.45925,-8.86244,,"https://www.google.com/maps?q=38.45925,-8.86244",AMANHECER,,ondaazul.7082@amanhecer.pt,,,
,Minimercado Paula,Estrada Municipal  513 nº28A,6215 - 064,Castelo Branco,Covilhã,40.173357,-7.610164,,"https://www.google.com/maps?q=40.173357,-7.610164",AMANHECER,,minimercadopaula.7169@amanhecer.pt,,,
,Minimercado Penha Longa,Avenida Principal de Penha Longa nº1051,4625 - 356,Porto,Marco de Canaveses,41.106983,-8.158898,,"https://www.google.com/maps?q=41.106983,-8.158898",AMANHECER,255581171,mmercpenhalonga.3890@amanhecer.pt,,,
,Minimercado Piposa,"Rua da Piposa nº169, R/C Direito",4485 - 381,Porto,Vila do Conde,41.335966,-8.6798,,"https://www.google.com/maps?q=41.335966,-8.679800",AMANHECER,,minimercpiposa.3692@amanhecer.pt,,,
,Minimercado Pombalinho,Barão de Almeirim nº68,2150 - 081,Santarém,Golegã,39.342283,-8.555772,,"https://www.google.com/maps?q=39.342283,-8.555772",AMANHECER,,pombalinho.7032@amanhecer.pt,,,
,Minimercado Pêra Doce,"Rua Direita nº0, R/Ch",6200 - 591,Castelo Branco,Covilhã,40.257285,-7.387665,,"https://www.google.com/maps?q=40.257285,-7.387665",AMANHECER,,minimercadoperadoce.3744@amanhecer.pt,,,
,Minimercado Quinta Nova,AV. Fernando Namora nº92,2820 - 271,Setúbal,Almada,38.630333,-9.1934,,"https://www.google.com/maps?q=38.630333,-9.193400",AMANHECER,,quintanova.7095@amanhecer.pt,,,
,Minimercado Raposo,LARGO DO POVO nº13,7050 - 611,Évora,Montemor-o-Novo,38.871722,-8.889996,,"https://www.google.com/maps?q=38.871722,-8.889996",AMANHECER,,mmercraposo.3848@amanhecer.pt,,,
,Minimercado Ribeiro,Rua Infante Sagres nº28,6150 - 726,Castelo Branco,Proença-a-Nova,39.773705,-7.848728,,"https://www.google.com/maps?q=39.773705,-7.848728",AMANHECER,,ribeiro.3939@amanhecer.pt,,,
,Minimercado Rio de Couros,"Rua Principal nº84, R/C A",2435 - 530,Santarém,Ourém,39.727342,-8.497385,,"https://www.google.com/maps?q=39.727342,-8.497385",AMANHECER,249099262,riodecouros.3303@amanhecer.pt,,,
,Minimercado Rosinha,Rua Paiva Coelho nº36 A,2840 - 520,Setúbal,Seixal,38.643765,-9.104871,,"https://www.google.com/maps?q=38.643765,-9.104871",AMANHECER,212213651,minimercadorosinha.3246@amanhecer.pt,,,
,Minimercado Saco Cheio,Avenida Fernando Pessoa nº69,7005 - 152,Évora,Évora,38.59026,-7.90788,,"https://www.google.com/maps?q=38.59026,-7.90788",AMANHECER,,minimercadosacocheio.3678@amanhecer.pt,,,
,Minimercado Saco Cheio II,Avenida Fernando Pessoa nº29 A,7005 - 152,Évora,Évora,38.58961,-7.9047,,"https://www.google.com/maps?q=38.58961,-7.90470",AMANHECER,,minimercadosacocheio2.3721@amanhecer.pt,,,
,Minimercado Sardinheiro,Rua 5 de Outubro nº137,2125 - 401,Santarém,Salvaterra de Magos,39.1842,-8.5794,,"https://www.google.com/maps?q=39.1842,-8.5794",AMANHECER,,minimercsardinheiro.3739@amanhecer.pt,,,
,Minimercado Sonhos,Rua da Cruz Vermelha nº7 B,2810 - 196,Setúbal,Almada,38.691587,-9.36276,,"https://www.google.com/maps?q=38.691587,-9.362760",AMANHECER,,sonhos.7187@amanhecer.pt,,,
,Minimercado Sousela,Estrada São Salvador de Moreira nº392,4620 - 603,Porto,Lousada,41.302467,-8.337314,,"https://www.google.com/maps?q=41.302467,-8.337314",AMANHECER,,sousela.7181@amanhecer.pt,,,
,Minimercado São Miguel,Rua das Fontinhas nº18,7630 - 592,Beja,Odemira,37.433962,-8.75423,,"https://www.google.com/maps?q=37.433962,-8.754230",AMANHECER,,minimercadosaomiguel.3764@amanhecer.pt,,,
,Minimercado Toque D'Aromas,Estrada das Eiras nº0 U / T,9125 - 129,Ilha da Madeira,Santa Cruz,32.654853,-16.855147,,"https://www.google.com/maps?q=32.654853,-16.855147",AMANHECER,291935639,toquedaromas.3297@amanhecer.pt,,,
,Minimercado Toque D'Aromas II,Rua das Virtudes nº40,9000 - 192,Ilha da Madeira,Funchal,32.646845,-16.930042,,"https://www.google.com/maps?q=32.646845,-16.930042",AMANHECER,291 935639;291644865,toquedaromas2.3304@amanhecer.pt,,,
,Minimercado Tradicional,Praça José Máximo da Costa nº4,2530 - 835,Lisboa,Lourinhã,39.17934,-9.31796,,"https://www.google.com/maps?q=39.17934,-9.31796",AMANHECER,261984225,tradicional.3158@amanhecer.pt,,,
,Minimercado Ventosa,Rua Bernardo Martins Lamas nº14,2550 - 380,Lisboa,Cadaval,39.1997,-9.085,,"https://www.google.com/maps?q=39.1997,-9.0850",AMANHECER,,ventosa.7192@amanhecer.pt,,,
,Minimercado Vila Verde de Ficalho,Defensores do Povo nº4,7630 - 622,Beja,Serpa,37.94629,-7.2999,,"https://www.google.com/maps?q=37.94629,-7.29990",AMANHECER,,mmercvilaverdeficalho.3770@amanhecer.pt,,,
,Minimercado Zeca,Avenida do Comércio nº1,2565 - 008,Lisboa,Torres Vedras,39.197828,-9.236282,,"https://www.google.com/maps?q=39.197828,-9.236282",AMANHECER,261437254,minimercadozeca.3145@amanhecer.pt,,,
,Minimercado a Praça III,Rua Nova nº7,3080 - 532,Coimbra,Figueira da Foz,40.213631,-8.848447,,"https://www.google.com/maps?q=40.213631,-8.848447",AMANHECER,,apraca3.3989@amanhecer.pt,,,
,Minimercado da Aldeia,Largo 1º de Maio nº8 A,7780 - 486,Beja,Castro Verde,37.637103,-7.987012,,"https://www.google.com/maps?q=37.637103,-7.987012",AMANHECER,,minimercadodaaldeia.3605@amanhecer.pt,,,
,Minimercado da Vila,"Rua das Forças Armadas nº31, RC",8400 - 060,Faro,Lagoa (Algarve),37.145836,-8.483759,,"https://www.google.com/maps?q=37.145836,-8.483759",AMANHECER,,minimercadovila.3428@amanhecer.pt,,,
